Website_ID,Domain,URL_Accessed,Audit_Status,Last_Error,Retry_Count,Audit_Level,Run_ID,Access_Date_UTC,Country_or_Market_Observed,Access_Locale,Browser,Headless_Audit,Cookie_Banner_Present,Banner_Type,Consent_Layer_Depth,CMP_Vendor,CMP_Evidence,IAB_TCF_Mentioned,TCF_Evidence,L1_Evidence_Quote,L1_Screenshot_Ref,L1_Accept_All_Present,L1_Reject_All_Present,L1_Manage_Preferences_Present,Accept_Click_Count,Reject_Click_Count,Manage_Click_Count,EE_Click_Asymmetry_RejectMinusAccept,EE_Hidden_Reject_Path,AE_Accept_Button_Prominence_1to3,AE_Reject_Button_Prominence_1to3,AE_Size_Asymmetry_LargerEqualSmaller,AE_Primary_Action_Is_Accept,L2_Available,L2_Evidence_Quote,L2_Screenshot_Ref,L2_Toggle_Count,L2_Vendor_Count,L2_Text_Word_Count,L2_Information_Density_Score_1to5,L2_Germane_Support_Score_1to5,CL_Toggle_Vendor_Complexity_Index,CL_Germane_Suppression_Indicators,AA_RePrompting_After_Reject,AA_RePrompt_Frequency_Observed,SP_Message_ID,SP_Campaign_ID,SP_Variant_Evidence,OT_Purpose_Count,OT_Vendor_Count,Evidence_JSON_Ref
ACLDP_0001,site-0001.invalid,https://site-0001.invalid,Completed,,0.0,L1,20260311T011542Z,2026-03-11T01:15:44Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0001.json
ACLDP_0002,site-0002.invalid,https://site-0002.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0002.invalid/
Call log:
  - navigating to ""https://site-0002.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:39Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0002.json
ACLDP_0003,site-0003.invalid,https://site-0003.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0003.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0003.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:39Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0003.json
ACLDP_0004,site-0004.invalid,https://site-0004.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0004.invalid/"" is interrupted by another navigation to ""https://www.site-0003.invalid/en-sa/""
Call log:
  - navigating to ""https://site-0004.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:40Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0004.json
ACLDP_0005,site-0005.invalid,https://site-0005.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0005.invalid/"" is interrupted by another navigation to ""https://www.site-0004.invalid/""
Call log:
  - navigating to ""https://site-0005.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:40Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0005.json
ACLDP_0006,site-0006.invalid,https://site-0006.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:15:51Z,,en-US,Chromium,Yes,No,None,,Unknown,,Yes,HTML match: /tcstring/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0006.json
ACLDP_0007,site-0007.invalid,https://site-0007.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:15:58Z,,en-US,Chromium,Yes,No,None,,OneTrust,HTML match: /onetrust/,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0007.json
ACLDP_0008,site-0008.invalid,https://site-0008.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:02Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0008.json
ACLDP_0009,site-0009.invalid,https://site-0009.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:06Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0009.json
ACLDP_0010,site-0010.invalid,https://site-0010.invalid,Failed,"Navigation error: Page.goto: net::ERR_CONNECTION_REFUSED at https://site-0010.invalid/
Call log:
  - navigating to ""https://site-0010.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:41Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0010.json
ACLDP_0011,site-0011.invalid,https://site-0011.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0011.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0011.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:41Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0011.json
ACLDP_0012,site-0012.invalid,https://site-0012.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0012.invalid/"" is interrupted by another navigation to ""https://www.site-0011.invalid/""
Call log:
  - navigating to ""https://site-0012.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:42Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0012.json
ACLDP_0013,site-0013.invalid,https://site-0013.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0013.invalid/
Call log:
  - navigating to ""https://site-0013.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:42Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0013.json
ACLDP_0014,site-0014.invalid,https://site-0014.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0014.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0014.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:43Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0014.json
ACLDP_0015,site-0015.invalid,https://site-0015.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0015.invalid/"" is interrupted by another navigation to ""https://sso.passport.site-0091.invalid/push?uuid=ebe46fe8-26d4-4fcf-ad7f-58f822d33b2f&retpath=https%3A%2F%2Fsite-0014.invalid%2F%3Fis_autologin_ya%3Dtrue""
Call log:
  - navigating to ""https://site-0015.invalid/"", waiting until ""domcontentloaded""",2.0,L1,20260311T021938Z,2026-03-11T02:19:44Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0015.json
ACLDP_0016,site-0016.invalid,https://site-0016.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0016.invalid/"" is interrupted by another navigation to ""https://www.site-0004.invalid/""
Call log:
  - navigating to ""https://site-0016.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:44Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0016.json
ACLDP_0017,site-0017.invalid,https://site-0017.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0017.invalid/"" is interrupted by another navigation to ""https://www.site-0016.invalid/""
Call log:
  - navigating to ""https://site-0017.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:45Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0017.json
ACLDP_0018,site-0018.invalid,https://site-0018.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0018.invalid/"" is interrupted by another navigation to ""https://site-0060.invalid/""
Call log:
  - navigating to ""https://site-0018.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:45Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0018.json
ACLDP_0019,site-0019.invalid,https://site-0019.invalid,Failed,"Navigation error: Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://site-0019.invalid/
Call log:
  - navigating to ""https://site-0019.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:46Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0019.json
ACLDP_0020,site-0020.invalid,https://site-0020.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0020.invalid/
Call log:
  - navigating to ""https://site-0020.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:47Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0020.json
ACLDP_0021,site-0021.invalid,https://site-0021.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:16Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0021.json
ACLDP_0022,site-0022.invalid,https://site-0022.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:19Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0022.json
ACLDP_0023,site-0023.invalid,https://site-0023.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:24Z,,en-US,Chromium,Yes,No,None,,Unknown,,Yes,HTML match: /tcstring/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0023.json
ACLDP_0024,site-0024.invalid,https://site-0024.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0024.invalid/
Call log:
  - navigating to ""https://site-0024.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:48Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0024.json
ACLDP_0025,site-0025.invalid,https://site-0025.invalid,Completed,,1.0,L1,20260311T021938Z,2026-03-11T02:19:48Z,,en-US,Chromium,Yes,No,None,,Unknown,,Yes,HTML match: /euconsent/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0025.json
ACLDP_0026,site-0026.invalid,https://site-0026.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0026.invalid/
Call log:
  - navigating to ""https://site-0026.invalid/"", waiting until ""domcontentloaded""",2.0,L1,20260311T021938Z,2026-03-11T02:19:58Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0026.json
ACLDP_0027,site-0027.invalid,https://site-0027.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0027.invalid/
Call log:
  - navigating to ""https://site-0027.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:58Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0027.json
ACLDP_0028,site-0028.invalid,https://site-0028.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:34Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0028.json
ACLDP_0029,site-0029.invalid,https://site-0029.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:38Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0029.json
ACLDP_0030,site-0030.invalid,https://site-0030.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0030.invalid/
Call log:
  - navigating to ""https://site-0030.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:19:58Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0030.json
ACLDP_0031,site-0031.invalid,https://site-0031.invalid,Completed,,1.0,L1,20260311T021938Z,2026-03-11T02:19:58Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0031.json
ACLDP_0032,site-0032.invalid,https://site-0032.invalid,Completed,,1.0,L1,20260311T021938Z,2026-03-11T02:20:03Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0032.json
ACLDP_0033,site-0033.invalid,https://site-0033.invalid,Completed,,1.0,L1,20260311T021938Z,2026-03-11T02:20:07Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0033.json
ACLDP_0034,site-0034.invalid,https://site-0034.invalid,Completed,,1.0,L1,20260311T021938Z,2026-03-11T02:20:10Z,,en-US,Chromium,Yes,No,None,,OneTrust,HTML match: /onetrust/,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0034.json
ACLDP_0035,site-0035.invalid,https://site-0035.invalid,Failed,"Navigation error: Page.goto: net::ERR_CONNECTION_REFUSED at https://site-0035.invalid/
Call log:
  - navigating to ""https://site-0035.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:14Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0035.json
ACLDP_0036,site-0036.invalid,https://site-0036.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0036.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0036.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:14Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0036.json
ACLDP_0037,site-0037.invalid,https://site-0037.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0037.invalid/
Call log:
  - navigating to ""https://site-0037.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:15Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0037.json
ACLDP_0038,site-0038.invalid,https://site-0038.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0038.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0038.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:15Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0038.json
ACLDP_0039,site-0039.invalid,https://site-0039.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0039.invalid/"" is interrupted by another navigation to ""https://www.site-0055.invalid/""
Call log:
  - navigating to ""https://site-0039.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:16Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0039.json
ACLDP_0040,site-0040.invalid,https://site-0040.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0040.invalid/"" is interrupted by another navigation to ""https://site-0039.invalid/""
Call log:
  - navigating to ""https://site-0040.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:16Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0040.json
ACLDP_0041,site-0041.invalid,https://site-0041.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0041.invalid/
Call log:
  - navigating to ""https://site-0041.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:17Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0041.json
ACLDP_0042,site-0042.invalid,https://site-0042.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0042.invalid/
Call log:
  - navigating to ""https://site-0042.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:17Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0042.json
ACLDP_0043,site-0043.invalid,https://site-0043.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:48Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0043.json
ACLDP_0044,site-0044.invalid,https://site-0044.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:51Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0044.json
ACLDP_0045,site-0045.invalid,https://site-0045.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:55Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0045.json
ACLDP_0046,site-0046.invalid,https://site-0046.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:16:59Z,,en-US,Chromium,Yes,No,None,,Unknown,,Yes,HTML match: /euconsent/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0046.json
ACLDP_0047,site-0047.invalid,https://site-0047.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:17:06Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0047.json
ACLDP_0048,site-0048.invalid,https://site-0048.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:17:10Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0048.json
ACLDP_0049,site-0049.invalid,https://site-0049.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0049.invalid/
Call log:
  - navigating to ""https://site-0049.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:17Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0049.json
ACLDP_0050,site-0050.invalid,https://site-0050.invalid,Completed,,1.0,L1,20260311T021938Z,2026-03-11T02:20:17Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0050.json
ACLDP_0051,site-0051.invalid,https://site-0051.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0051.invalid/
Call log:
  - navigating to ""https://site-0051.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:21Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0051.json
ACLDP_0052,site-0052.invalid,https://site-0052.invalid,Failed,"Navigation error: Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://site-0052.invalid/
Call log:
  - navigating to ""https://site-0052.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:22Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0052.json
ACLDP_0053,site-0053.invalid,https://site-0053.invalid,Completed,,0.0,L1,20260311T011550Z,2026-03-11T01:17:16Z,,en-US,Chromium,Yes,No,None,,Unknown,,Yes,HTML match: /__tcfapi/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0053.json
ACLDP_0054,site-0054.invalid,https://site-0054.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0054.invalid/
Call log:
  - navigating to ""https://site-0054.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:23Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0054.json
ACLDP_0055,site-0055.invalid,https://site-0055.invalid,Completed,,1.0,L1,20260311T021938Z,2026-03-11T02:20:23Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0055.json
ACLDP_0056,site-0056.invalid,https://site-0056.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0056.invalid/
Call log:
  - navigating to ""https://site-0056.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:26Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0056.json
ACLDP_0057,site-0057.invalid,https://site-0057.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0057.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0057.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:27Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0057.json
ACLDP_0058,site-0058.invalid,https://site-0058.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0058.invalid/"" is interrupted by another navigation to ""https://teams.site-0022.invalid/free?source=skype""
Call log:
  - navigating to ""https://site-0058.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:28Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0058.json
ACLDP_0059,site-0059.invalid,https://site-0059.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0059.invalid/"" is interrupted by another navigation to ""https://site-0058.invalid/""
Call log:
  - navigating to ""https://site-0059.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:29Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0059.json
ACLDP_0060,site-0060.invalid,https://site-0060.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0060.invalid/"" is interrupted by another navigation to ""https://www.site-0001.invalid/""
Call log:
  - navigating to ""https://site-0060.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:30Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0060.json
ACLDP_0061,site-0061.invalid,https://site-0061.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0061.invalid/"" is interrupted by another navigation to ""https://site-0060.invalid/""
Call log:
  - navigating to ""https://site-0061.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:30Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0061.json
ACLDP_0062,site-0062.invalid,https://site-0062.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0062.invalid/"" is interrupted by another navigation to ""https://www.site-0061.invalid/ar-sa""
Call log:
  - navigating to ""https://site-0062.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T021938Z,2026-03-11T02:20:31Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0062.json
