Website_ID,Domain,URL_Accessed,Audit_Status,Last_Error,Retry_Count,Audit_Level,Run_ID,Access_Date_UTC,Country_or_Market_Observed,Access_Locale,Browser,Headless_Audit,Cookie_Banner_Present,Banner_Type,Consent_Layer_Depth,CMP_Vendor,CMP_Evidence,IAB_TCF_Mentioned,TCF_Evidence,L1_Evidence_Quote,L1_Screenshot_Ref,L1_Accept_All_Present,L1_Reject_All_Present,L1_Manage_Preferences_Present,Accept_Click_Count,Reject_Click_Count,Manage_Click_Count,EE_Click_Asymmetry_RejectMinusAccept,EE_Hidden_Reject_Path,AE_Accept_Button_Prominence_1to3,AE_Reject_Button_Prominence_1to3,AE_Size_Asymmetry_LargerEqualSmaller,AE_Primary_Action_Is_Accept,L2_Available,L2_Evidence_Quote,L2_Screenshot_Ref,L2_Toggle_Count,L2_Vendor_Count,L2_Text_Word_Count,L2_Information_Density_Score_1to5,L2_Germane_Support_Score_1to5,CL_Toggle_Vendor_Complexity_Index,CL_Germane_Suppression_Indicators,AA_RePrompting_After_Reject,AA_RePrompt_Frequency_Observed,SP_Message_ID,SP_Campaign_ID,SP_Variant_Evidence,OT_Purpose_Count,OT_Vendor_Count,Evidence_JSON_Ref
ACLDP_0189,site-0189.invalid,https://site-0189.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0189.invalid/
Call log:
  - navigating to ""https://site-0189.invalid/"", waiting until ""domcontentloaded""",2.0,L1,20260311T031146Z,2026-03-11T03:15:27Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0189.json
ACLDP_0190,site-0190.invalid,https://site-0190.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0190.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0190.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:15:27Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0190.json
ACLDP_0191,site-0191.invalid,https://site-0191.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0191.invalid/"" is interrupted by another navigation to ""https://www.site-0190.invalid/""
Call log:
  - navigating to ""https://site-0191.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:15:28Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0191.json
ACLDP_0192,site-0192.invalid,https://site-0192.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0192.invalid/
Call log:
  - navigating to ""https://site-0192.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:15:29Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0192.json
ACLDP_0193,site-0193.invalid,https://site-0193.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0193.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0193.invalid/"", waiting until ""domcontentloaded""",2.0,L1,20260311T031146Z,2026-03-11T03:15:29Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0193.json
ACLDP_0194,site-0194.invalid,https://site-0194.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0194.invalid/
Call log:
  - navigating to ""https://site-0194.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:15:30Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0194.json
ACLDP_0195,site-0195.invalid,https://site-0195.invalid,Completed,,0.0,L1,20260311T012018Z,2026-03-11T01:22:39Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0195.json
ACLDP_0196,site-0196.invalid,https://site-0196.invalid,Failed,Navigation timeout,2.0,L1,20260311T031146Z,2026-03-11T03:15:30Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0196.json
ACLDP_0197,site-0197.invalid,https://site-0197.invalid,Completed,,0.0,L1,20260311T012018Z,2026-03-11T01:23:30Z,,en-US,Chromium,Yes,Yes,Modal,1.0,Unknown,,No,,"Cookies and similar technologies We use cookies and similar technologies on our website to save, read out and process information on your device. In doing so, we enhance your experience, analyze site traffic, and show you content and ads that interest you. User profiles are created across websites and devices for this purpose. Our partners use these technologies as well. By selecting “Only Require...",CookiesConsentDataset/screenshots/ACLDP_0197_L1.png,Yes,No,Yes,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,No,,,,,,,,,,1.0,Reload,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0197.json
ACLDP_0198,site-0198.invalid,https://site-0198.invalid,Failed,Navigation timeout,2.0,L1,20260311T031146Z,2026-03-11T03:16:15Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0198.json
ACLDP_0199,site-0199.invalid,https://site-0199.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0199.invalid/
Call log:
  - navigating to ""https://site-0199.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:17:00Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0199.json
ACLDP_0200,site-0200.invalid,https://site-0200.invalid,Completed,,1.0,L1,20260311T031146Z,2026-03-11T03:17:00Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0200.json
ACLDP_0201,site-0201.invalid,https://site-0201.invalid,Completed,,1.0,L1,20260311T031146Z,2026-03-11T03:17:03Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0201.json
ACLDP_0202,site-0202.invalid,https://site-0202.invalid,Completed,,1.0,L1,20260311T031146Z,2026-03-11T03:17:09Z,,en-US,Chromium,Yes,No,None,,Unknown,,Yes,HTML match: /__tcfapi/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0202.json
ACLDP_0203,site-0203.invalid,https://site-0203.invalid,Completed,,1.0,L1,20260311T031146Z,2026-03-11T03:17:15Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0203.json
ACLDP_0204,site-0204.invalid,https://site-0204.invalid,Completed,,1.0,L1,20260311T031146Z,2026-03-11T03:17:19Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0204.json
ACLDP_0205,site-0205.invalid,https://site-0205.invalid,Completed,,1.0,L1,20260311T031146Z,2026-03-11T03:17:22Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0205.json
ACLDP_0206,site-0206.invalid,https://site-0206.invalid,Failed,Navigation timeout,2.0,L1,20260311T031146Z,2026-03-11T03:17:26Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0206.json
ACLDP_0207,site-0207.invalid,https://site-0207.invalid,Completed,,0.0,L1,20260311T012437Z,2026-03-11T01:25:23Z,,en-US,Chromium,Yes,No,None,,OneTrust,HTML match: /cookiepro/,Yes,HTML match: /__tcfapi/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0207.json
ACLDP_0208,site-0208.invalid,https://site-0208.invalid,Completed,,0.0,L1,20260311T012437Z,2026-03-11T01:25:28Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0208.json
ACLDP_0209,site-0209.invalid,https://site-0209.invalid,Completed,,0.0,L1,20260311T012437Z,2026-03-11T01:25:33Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0209.json
ACLDP_0210,site-0210.invalid,https://site-0210.invalid,Completed,,0.0,L1,20260311T012437Z,2026-03-11T01:25:37Z,,en-US,Chromium,Yes,Yes,Banner,1.0,Unknown,,Yes,HTML match: /tcstring/,Мы собираем файлы cookie и применяем рекомендательные технологии ПОДРОБНЕЕ ПРИНЯТЬ,CookiesConsentDataset/screenshots/ACLDP_0210_L1.png,Yes,No,No,1.0,,,,,1.0,,,1.0,No,,,,,,,,,,1.0,Reload,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0210.json
ACLDP_0211,site-0211.invalid,https://site-0211.invalid,Completed,,0.0,L1,20260311T012437Z,2026-03-11T01:25:48Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0211.json
ACLDP_0212,site-0212.invalid,https://site-0212.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0212.invalid/
Call log:
  - navigating to ""https://site-0212.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:11Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0212.json
ACLDP_0213,site-0213.invalid,https://site-0213.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0213.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0213.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:11Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0213.json
ACLDP_0214,site-0214.invalid,https://site-0214.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0214.invalid/"" is interrupted by another navigation to ""https://www.site-0213.invalid/""
Call log:
  - navigating to ""https://site-0214.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:12Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0214.json
ACLDP_0215,site-0215.invalid,https://site-0215.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0215.invalid/"" is interrupted by another navigation to ""https://site-0214.invalid/?Goto=Redirected""
Call log:
  - navigating to ""https://site-0215.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:13Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0215.json
ACLDP_0216,site-0216.invalid,https://site-0216.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0216.invalid/"" is interrupted by another navigation to ""https://www.site-0215.invalid/""
Call log:
  - navigating to ""https://site-0216.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:14Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0216.json
ACLDP_0217,site-0217.invalid,https://site-0217.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0217.invalid/"" is interrupted by another navigation to ""https://www.site-0216.invalid/""
Call log:
  - navigating to ""https://site-0217.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:14Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0217.json
ACLDP_0218,site-0218.invalid,https://site-0218.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0218.invalid/"" is interrupted by another navigation to ""https://site-0217.invalid/""
Call log:
  - navigating to ""https://site-0218.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:15Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0218.json
ACLDP_0219,site-0219.invalid,https://site-0219.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0219.invalid/"" is interrupted by another navigation to ""https://site-0218.invalid/""
Call log:
  - navigating to ""https://site-0219.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:15Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0219.json
ACLDP_0220,site-0220.invalid,https://site-0220.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0220.invalid/"" is interrupted by another navigation to ""https://www.site-0219.invalid/""
Call log:
  - navigating to ""https://site-0220.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:17Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0220.json
ACLDP_0221,site-0221.invalid,https://site-0221.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0221.invalid/"" is interrupted by another navigation to ""https://sciencedirecsite-0211.invalidm/""
Call log:
  - navigating to ""https://site-0221.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:18Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0221.json
ACLDP_0222,site-0222.invalid,https://site-0222.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0222.invalid/"" is interrupted by another navigation to ""https://meraki.site-0245.invalid/""
Call log:
  - navigating to ""https://site-0222.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:19Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0222.json
ACLDP_0223,site-0223.invalid,https://site-0223.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0223.invalid/"" is interrupted by another navigation to ""https://site-0222.invalid/""
Call log:
  - navigating to ""https://site-0223.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:20Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0223.json
ACLDP_0224,site-0224.invalid,https://site-0224.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0224.invalid/"" is interrupted by another navigation to ""https://www.site-0223.invalid/""
Call log:
  - navigating to ""https://site-0224.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:20Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0224.json
ACLDP_0225,site-0225.invalid,https://site-0225.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0225.invalid/
Call log:
  - navigating to ""https://site-0225.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:22Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0225.json
ACLDP_0226,site-0226.invalid,https://site-0226.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0226.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0226.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:22Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0226.json
ACLDP_0227,site-0227.invalid,https://site-0227.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0227.invalid/"" is interrupted by another navigation to ""https://www.site-0008.invalid/""
Call log:
  - navigating to ""https://site-0227.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:23Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0227.json
ACLDP_0228,site-0228.invalid,https://site-0228.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0228.invalid/
Call log:
  - navigating to ""https://site-0228.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:24Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0228.json
ACLDP_0229,site-0229.invalid,https://site-0229.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0229.invalid/
Call log:
  - navigating to ""https://site-0229.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:24Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0229.json
ACLDP_0230,site-0230.invalid,https://site-0230.invalid,Completed,,0.0,L1,20260311T012437Z,2026-03-11T01:26:05Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0230.json
ACLDP_0231,site-0231.invalid,https://site-0231.invalid,Completed,,0.0,L1,20260311T012437Z,2026-03-11T01:26:09Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0231.json
ACLDP_0232,site-0232.invalid,https://site-0232.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0232.invalid/
Call log:
  - navigating to ""https://site-0232.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:24Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0232.json
ACLDP_0233,site-0233.invalid,https://site-0233.invalid,Completed,,1.0,L1,20260311T031146Z,2026-03-11T03:18:24Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0233.json
ACLDP_0234,site-0234.invalid,https://site-0234.invalid,Failed,"Navigation error: Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://site-0234.invalid/
Call log:
  - navigating to ""https://site-0234.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:28Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0234.json
ACLDP_0235,site-0235.invalid,https://site-0235.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0235.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0235.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:28Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0235.json
ACLDP_0236,site-0236.invalid,https://site-0236.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0236.invalid/"" is interrupted by another navigation to ""https://www.site-0235.invalid/intl?next=/&source=www.site-0235.invalid""
Call log:
  - navigating to ""https://site-0236.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:29Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0236.json
ACLDP_0237,site-0237.invalid,https://site-0237.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0237.invalid/"" is interrupted by another navigation to ""https://www.site-0236.invalid/""
Call log:
  - navigating to ""https://site-0237.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:30Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0237.json
ACLDP_0238,site-0238.invalid,https://site-0238.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0238.invalid/"" is interrupted by another navigation to ""https://home.misite-0100.invalid/""
Call log:
  - navigating to ""https://site-0238.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:34Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0238.json
ACLDP_0239,site-0239.invalid,https://site-0239.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0239.invalid/"" is interrupted by another navigation to ""https://www.site-0238.invalid/""
Call log:
  - navigating to ""https://site-0239.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:35Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0239.json
ACLDP_0240,site-0240.invalid,https://site-0240.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0240.invalid/
Call log:
  - navigating to ""https://site-0240.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:36Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0240.json
ACLDP_0241,site-0241.invalid,https://site-0241.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0241.invalid/
Call log:
  - navigating to ""https://site-0241.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:36Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0241.json
ACLDP_0242,site-0242.invalid,https://site-0242.invalid,Failed,"Navigation error: Page.goto: net::ERR_CONNECTION_REFUSED at https://site-0242.invalid/
Call log:
  - navigating to ""https://site-0242.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:36Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0242.json
ACLDP_0243,site-0243.invalid,https://site-0243.invalid,Completed,,0.0,L1,20260311T012437Z,2026-03-11T01:26:26Z,,en-US,Chromium,Yes,No,None,,OneTrust,HTML match: /onetrust/,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0243.json
ACLDP_0244,site-0244.invalid,https://site-0244.invalid,Completed,,0.0,L1,20260311T012437Z,2026-03-11T01:26:34Z,,en-US,Chromium,Yes,Yes,Banner,1.0,OneTrust,HTML match: /onetrust/,No,,"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. Visit our privacy policy or our cookie notice to learn more. Accept cookies Reject all Your privacy choices",CookiesConsentDataset/screenshots/ACLDP_0244_L1.png,Yes,Yes,No,1.0,1.0,,0.0,0.0,3.0,3.0,Equal,1.0,No,,,,,,,,,,1.0,Reload,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0244.json
ACLDP_0245,site-0245.invalid,https://site-0245.invalid,Completed,,0.0,L1,20260311T012437Z,2026-03-11T01:26:42Z,,en-US,Chromium,Yes,Yes,Banner,1.0,OneTrust,HTML match: /onetrust/,No,,"By continuing to use our website, you acknowledge the use of cookies. Privacy Statement Change Settings",CookiesConsentDataset/screenshots/ACLDP_0245_L1.png,No,No,No,,,,,,,,,0.0,No,,,,,,,,,,1.0,Reload,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0245.json
ACLDP_0246,site-0246.invalid,https://site-0246.invalid,Failed,"Navigation error: Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://site-0246.invalid/
Call log:
  - navigating to ""https://site-0246.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:36Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0246.json
ACLDP_0247,site-0247.invalid,https://site-0247.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0247.invalid/
Call log:
  - navigating to ""https://site-0247.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T031146Z,2026-03-11T03:18:37Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0247.json
